Stewart Calculus Early Transcendentals 7e Video Examples (ET),,,,,,,
05.04.04,5.4,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_05_04_04.html,et_05_04_04_en.htm,et_05_04_04_es.htm,6et_05_04_04,
05.04.06a-b,5.4,Example 6,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_05_04_06.html,et_05_04_06_en.htm,et_05_04_06_es.htm,6et_05_04_06,
5.5 The Substitution Rule,,,,,,,
05.05.03,5.5,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_05_05_03.html,et_05_05_03_en.htm,et_05_05_03_es.htm,6et_05_05_03,
05.05.06,5.5,Example 6,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_05_05_06.html,et_05_05_06_en.htm,et_05_05_06_es.htm,6et_05_05_06,
05.05.09,5.5,Example 9,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_05_05_09.html,et_05_05_09_en.htm,et_05_05_09_es.htm,6et_05_05_09,
05.05.10,5.5,Example 10,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_05_05_10.html,?,?,,The requested URL /math/stewart/solution_videos/6et_05_05_10.html was not found on this server.
Chapter 6: Applications of Integration,,,,,,,
6.1 Areas Between Curves,,,,,,,
06.01.02,6.1,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_06_01_02.html,et_06_01_02_en.htm,et_06_01_02_es.htm,6et_06_01_02,
06.01.05,6.1,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_06_01_05.html,et_06_01_05_en.htm,et_06_01_05_es.htm,6et_06_01_05,
06.01.06,6.1,Example 6,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_06_01_06.html,et_06_01_06_en.htm,et_06_01_06_es.htm,6et_06_01_06,
6.2 Volumes,,,,,,,
06.02.02,6.2,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_06_02_02.html,et_06_02_02_en.htm,et_06_02_02_es.htm,6et_06_02_02,
06.02.03,6.2,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_06_02_03.html,et_06_02_03_en.htm,et_06_02_03_es.htm,6et_06_02_03,
06.02.08,6.2,Example 8,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_06_02_08.html,et_06_02_08_en.htm,et_06_02_08_es.htm,6et_06_02_08,
6.3 Volumes by Cylindrical Shells,,,,,,,
06.03.02,6.3,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_06_03_02.html,et_06_03_02_en.htm,et_06_03_02_es.htm,6et_06_03_02,
06.03.03,6.3,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_06_03_03.html,et_06_03_03_en.htm,et_06_03_03_es.htm,6et_06_03_03,
06.03.04,6.3,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_06_03_04.html,et_06_03_04_en.htm,et_06_03_04_es.htm,6et_06_03_04,
6.4 Work,,,,,,,
06.04.01a-b,6.4,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_06_04_01.html,et_06_04_01_en.htm,et_06_04_01_es.htm,6et_06_04_01,
06.04.03,6.4,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_06_04_03.html,et_06_04_03_en.htm,et_06_04_03_es.htm,6et_06_04_03,
06.04.04,6.4,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_06_04_04.html,et_06_04_04_en.htm,et_06_04_04_es.htm,6et_06_04_04,
6.5 Average Value of a Function,,,,,,,
06.05.01,6.5,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_06_05_01.html,et_06_05_01_en.htm,et_06_05_01_es.htm,6et_06_05_01,
06.05.02,6.5,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_06_05_02.html,et_06_05_02_en.htm,et_06_05_02_es.htm,6et_06_05_02,
06.05.03,6.5,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_06_05_03.html,et_06_05_03_en.htm,et_06_05_03_es.htm,6et_06_05_03,
Chapter 7: Techniques of Integration,,,,,,,
7.1 Integration by Parts,,,,,,,
07.01.02,7.1,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_01_02.html,et_07_01_02_en.htm,et_07_01_02_es.htm,6et_07_01_02,
07.01.03,7.1,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_01_03.html,et_07_01_03_en.htm,et_07_01_03_es.htm,6et_07_01_03,
07.01.04,7.1,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_01_04.html,et_07_01_04_en.htm,et_07_01_04_es.htm,6et_07_01_04,
7.2 Trigonometric Integrals,,,,,,,
07.02.02,7.2,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_02_02.html,et_07_02_02_en.htm,et_07_02_02_es.htm,6et_07_02_02,
07.02.03,7.2,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_02_03.html,et_07_02_03_en.htm,et_07_02_03_es.htm,6et_07_02_03,
07.02.05,7.2,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_02_05.html,et_07_02_05_en.htm,et_07_02_05_es.htm,6et_07_02_05,
7.3 Trigonometric Substitution,,,,,,,
07.03.01,7.3,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_03_01.html,et_07_03_01_en.htm,et_07_03_01_es.htm,6et_07_03_01,
07.03.02,7.3,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_03_02.html,et_07_03_02_en.htm,et_07_03_02_es.htm,6et_07_03_02,
07.03.03,7.3,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_03_03.html,et_07_03_03_en.htm,et_07_03_03_es.htm,6et_07_03_03,
7.4 Integration of Rational Functions by Partial Fractions,,,,,,,
07.04.01,7.4,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_04_01.html,et_07_04_01_en.htm,et_07_04_01_es.htm,6et_07_04_01,
07.04.02,7.4,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_04_02.html,et_07_04_02_en.htm,et_07_04_02_es.htm,6et_07_04_02,
07.04.05,7.4,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_04_05.html,et_07_04_05_en.htm,et_07_04_05_es.htm,6et_07_04_05,
7.5 Strategy for Integration,,,,,,,
07.05.02,7.5,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_05_02.html,et_07_05_02_en.htm,et_07_05_02_es.htm,6et_07_05_02,
07.05.04,7.5,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_05_04.html,et_07_05_04_en.htm,et_07_05_04_es.htm,6et_07_05_04,
07.05.05,7.5,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_05_05.html,et_07_05_05_en.htm,et_07_05_05_es.htm,6et_07_05_05,
7.6 Integration Using Tables and Computer Algebra Systems,,,,,,,
07.06.02,7.6,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_06_02.html,et_07_06_02_en.htm,et_07_06_02_es.htm,6et_07_06_02,
07.06.04,7.6,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_06_04.html,et_07_06_04_en.htm,et_07_06_04_es.htm,6et_07_06_04,
7.7 Approximate Integration,,,,,,,
07.07.02,7.7,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_07_02.html,et_07_07_02_en.htm,et_07_07_02_es.htm,,нет Midpoint rule
07.07.03a-b,7.7,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_07_03.html,et_07_07_03_en.htm,et_07_07_03_es.htm,,нет (b)
07.07.05,7.7,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_07_05.html,et_07_07_05_en.htm,et_07_07_05_es.htm,6et_07_07_05,
7.8 Improper Integrals,,,,,,,
07.08.01,7.8,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_08_01.html,et_07_08_01_en.htm,et_07_08_01_es.htm,6et_07_08_01,
07.08.06,7.8,Example 6,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_08_06.html,et_07_08_06_en.htm,et_07_08_06_es.htm,6et_07_08_06,
07.08.09,7.8,Example 9,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_07_08_09.html,et_07_08_09_en.htm,et_07_08_09_es.htm,6et_07_08_09,
Chapter 8: Further Applications of Integration,,,,,,,
8.1 Arc Length,,,,,,,
08.01.02,8.1,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_08_01_02.html,et_08_01_02_en.htm,et_08_01_02_es.htm,6et_08_01_02,
08.01.03a-b,8.1,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_08_01_03.html,et_08_01_03_en.htm,et_08_01_03_es.htm,6et_08_01_03,
08.01.04,8.1,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_08_01_04.html,et_08_01_04_en.htm,et_08_01_04_es.htm,6et_08_01_04,
8.2 Area of a Surface of Revolution,,,,,,,
08.02.01,8.2,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_08_02_01.html,et_08_02_01_en.htm,et_08_02_01_es.htm,6et_08_02_01,
08.02.02,8.2,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_08_02_02.html,et_08_02_02_en.htm,et_08_02_02_es.htm,6et_08_02_02,
08.02.03,8.2,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_08_02_03.html,et_08_02_03_en.htm,et_08_02_03_es.htm,6et_08_02_03,
8.3 Applications to Physics and Engineering,,,,,,,
08.03.01,8.3,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_08_03_01.html,et_08_03_01_en.htm,et_08_03_01_es.htm,6et_08_03_01,
08.03.03,8.3,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_08_03_03.html,et_08_03_03_en.htm,et_08_03_03_es.htm,6et_08_03_03,
08.03.07,8.3,Example 7,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_08_03_07.html,et_08_03_07_en.htm,et_08_03_07_es.htm,6et_08_03_07,
8.4 Applications to Economics and Biology,,,,,,,
08.04.01,8.4,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_08_04_01.html,et_08_04_01_en.htm,et_08_04_01_es.htm,6et_08_04_01,
08.04.02,8.4,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_08_04_02.html,et_08_04_02_en.htm,et_08_04_02_es.htm,6et_08_04_02,
8.5 Probability,,,,,,,
08.05.02,8.5,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_08_05_02.html,et_08_05_02_en.htm,et_08_05_02_es.htm,6et_08_05_02,
08.05.04,8.5,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_08_05_04.html,et_08_05_04_en.htm,et_08_05_04_es.htm,6et_08_05_04,
08.05.05,8.5,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_08_05_05.html,et_08_05_05_en.htm,et_08_05_05_es.htm,6et_08_05_05,
Chapter 9: Differential Equations,,,,,,,
9.1 Modeling with Differential Equations,,,,,,,
09.01.01,9.1,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_09_01_01.html,et_09_01_01_en.htm,et_09_01_01_es.htm,6et_09_01_01,
09.01.02,9.1,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_09_01_02.html,et_09_01_02_en.htm,et_09_01_02_es.htm,6et_09_01_02,
9.2 Direction Fields and Euler's Method,,,,,,,
09.02.01,9.2,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_09_02_01.html,et_09_02_01_en.htm,et_09_02_01_es.htm,6et_09_02_01,
09.02.02,9.2,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_09_02_02.html,et_09_02_02_en.htm,et_09_02_02_es.htm,6et_09_02_02,
09.02.04,9.2,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_09_02_04.html,et_09_02_04_en.htm,et_09_02_04_es.htm,6et_09_02_04,
9.3 Separable Equations,,,,,,,
09.03.02,9.3,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_09_03_02.html,et_09_03_02_en.htm,et_09_03_02_es.htm,6et_09_03_02,
09.03.04,9.3,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_09_03_04.html,et_09_03_04_en.htm,et_09_03_04_es.htm,6et_09_03_04,
09.03.05,9.3,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_09_03_05.html,et_09_03_05_en.htm,et_09_03_05_es.htm,6et_09_03_05,
9.4 Models for Population Growth,,,,,,,
09.04.01,9.4,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_09_04_01.html,et_09_05_01_en.htm,et_09_05_01_es.htm,6et_09_04_01,
09.04.03,9.4,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_09_04_03.html,et_09_05_04_en.htm,et_09_05_04_es.htm,6et_09_04_03,
9.5 Linear Equations,,,,,,,
09.05.01,9.5,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_09_05_01.html,et_09_06_01_en.htm,et_09_06_01_es.htm,6et_09_05_01,
09.05.02,9.5,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_09_05_02.html,et_09_06_02_en.htm,et_09_06_02_es.htm,6et_09_05_02,
09.05.04,9.5,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_09_05_04.html,et_09_06_04_en.htm,et_09_06_04_es.htm,6et_09_05_04,
9.6 Predator-Prey Systems,,,,,,,
09.06.01a-e,9.6,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_09_06_01.html,et_09_07_01_en.htm,et_09_07_01_es.htm,6et_09_06_01,
Chapter 10: Parametric Equations and Polar Coordinates,,,,,,,
10.1 Curves Defined by Parametric Equations,,,,,,,
10.01.02,10.1,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_10_01_02.html,et_10_01_02_en.htm,et_10_01_02_es.htm,6et_10_01_02,
10.01.05,10.1,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_10_01_05.html,et_10_01_04_en.htm,et_10_01_04_es.htm,6et_10_01_05,
10.01.08,10.1,Example 8,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_10_01_08.html,et_10_01_07_en.htm,et_10_01_07_es.htm,6et_10_01_08,
10.2 Calculus with Parametric Curves,,,,,,,
10.02.02a-b,10.2,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_10_02_02.html,et_10_02_02_en.htm,et_10_02_02_es.htm,6et_10_02_02,
10.02.03,10.2,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_10_02_03.html,et_10_02_03_en.htm,et_10_02_03_es.htm,6et_10_02_03,
10.02.05,10.2,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_10_02_05.html,et_10_02_05_en.htm,et_10_02_05_es.htm,6et_10_02_05,
10.3 Polar Coordinates,,,,,,,
10.03.04,10.3,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_10_03_04.html,et_10_03_04_en.htm,et_10_03_04_es.htm,6et_10_03_04,
10.03.07,10.3,Example 7,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_10_03_07.html,et_10_03_07_en.htm,et_10_03_07_es.htm,6et_10_03_07,
10.03.11,10.3,Example 11,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_10_03_11.html,et_10_03_11_en.htm,et_10_03_11_es.htm,6et_10_03_11,
10.4 Areas and Lengths in Polar Coordinates,,,,,,,
10.04.01,10.4,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_10_04_01.html,et_10_04_01_en.htm,et_10_04_01_es.htm,6et_10_04_01,
10.04.02,10.4,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_10_04_02.html,et_10_04_02_en.htm,et_10_04_02_es.htm,6et_10_04_02,
10.04.04,10.4,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_10_04_04.html,et_10_04_04_en.htm,et_10_04_04_es.htm,6et_10_04_04,
10.5 Conic Sections,,,,,,,
10.05.02,10.5,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_10_05_02.html,et_10_05_02_en.htm,et_10_05_02_es.htm,6et_10_05_02,
10.05.03,10.5,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_10_05_03.html,et_10_05_03_en.htm,et_10_05_03_es.htm,6et_10_05_03,
10.05.07,10.5,Example 7,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_10_05_07.html,et_10_05_07_en.htm,et_10_05_07_es.htm,6et_10_05_07,
10.6 Conic Sections in Polar Coordinates,,,,,,,
10.06.01,10.6,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_10_06_01.html,et_10_06_01_en.htm,et_10_06_01_es.htm,6et_10_06_01,
10.06.02,10.6,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_10_06_02.html,et_10_06_02_en.htm,et_10_06_02_es.htm,6et_10_06_02,
10.06.04,10.6,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_10_06_04.html,et_10_06_04_en.htm,et_10_06_04_es.htm,6et_10_06_04,
Chapter 11: Infinite Sequences and Series,,,,,,,
11.1 Sequences,,,,,,,
11.01.02,11.1,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_01_02.html,et_11_01_02_en.htm,et_11_01_02_es.htm,6et_11_01_02,
11.01.10,11.1,Example 10,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_01_10.html,et_11_01_08_en.htm,et_11_01_08_es.htm,,"ссылка на ex.11, et_11_01_08"
11.01.11,11.1,Example 11,http://www.wadsworthmedia.com/math/stewart/solution_videos/7et_11_01_11.html,et_11_01_09_en.htm,et_11_01_09_es.htm,7et_11_01_11,
11.2 Series,,,,,,,
11.02.03,11.2,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/7et_11_02_03.html,et_11_02_02_en.htm,et_11_02_02_es.htm,7et_11_02_03,
11.02.05,11.2,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/7et_11_02_05.html,et_11_02_04_en.htm,et_11_02_04_es.htm,7et_11_02_05,
11.02.08,11.2,Example 8,http://www.wadsworthmedia.com/math/stewart/solution_videos/7et_11_02_08.html,et_11_02_07_en.htm,et_11_02_07_es.htm,7et_11_02_08,
11.3 The Integral Test and Estimates of Sums,,,,,,,
11.03.02,11.3,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_03_02.html,et_11_03_02_en.htm,et_11_03_02_es.htm,6et_11_03_02,
11.03.04,11.3,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_03_04.html,et_11_03_04_en.htm,et_11_03_04_es.htm,6et_11_03_04,
11.03.05a-b,11.3,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_03_05.html,et_11_03_05_en.htm,et_11_03_05_es.htm,6et_11_03_05,
11.4 The Comparison Tests,,,,,,,
11.04.01,11.4,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_04_01.html,et_11_04_01_en.htm,et_11_04_01_es.htm,6et_11_04_01,
11.04.02,11.4,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_04_02.html,et_11_04_02_en.htm,et_11_04_02_es.htm,6et_11_04_02,
11.04.05,11.4,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_04_05.html,et_11_04_05_en.htm,et_11_04_05_es.htm,6et_11_04_05,
11.5 Alternating Series,,,,,,,
11.05.01,11.5,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_05_01.html,et_11_05_01_en.htm,et_11_05_01_es.htm,6et_11_05_01,
11.05.02,11.5,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_05_02.html,et_11_05_02_en.htm,et_11_05_02_es.htm,6et_11_05_02,
11.05.04,11.5,Example 4,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_05_04.html,et_11_05_04_en.htm,et_11_05_04_es.htm,6et_11_05_04,
11.6 Absolute Convergence and the Ratio and Root Tests,,,,,,,
11.06.03,11.6,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_06_03.html,et_11_06_03_en.htm,et_11_06_03_es.htm,6et_11_06_03,
11.06.05,11.6,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_06_05.html,et_11_06_05_en.htm,et_11_06_05_es.htm,6et_11_06_05,
11.06.06,11.6,Example 6,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_06_06.html,et_11_06_06_en.htm,et_11_06_06_es.htm,6et_11_06_06,
11.7 Strategy for Testing Series,,,,,,,
11.07.01,11.7,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_07_01.html,et_11_07_01_02_en.htm,et_11_07_01_02_es.htm,empty,
11.07.03,11.7,Example 3,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_07_03.html,et_11_07_03_04_en.htm,et_11_07_03_04_es.htm,empty,
11.07.05,11.7,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_07_05.html,et_11_07_05_06_en.htm,et_11_07_05_06_es.htm,empty,
11.8 Power Series,,,,,,,
11.08.01,11.8,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_08_01.html,et_11_08_01_en.htm,et_11_08_01_es.htm,6et_11_08_01,
11.08.02,11.8,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_08_02.html,et_11_08_02_en.htm,et_11_08_02_es.htm,6et_11_08_02,
11.08.05,11.8,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_08_05.html,et_11_08_05_en.htm,et_11_08_05_es.htm,6et_11_08_05,
11.9 Representations of Functions as Power Series,,,,,,,
11.09.01,11.9,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_09_01.html,et_11_09_01_en.htm,et_11_09_01_es.htm,6et_11_09_01,
11.09.05,11.9,Example 5,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_09_05.html,et_11_09_05_en.htm,et_11_09_05_es.htm,6et_11_09_05,
11.09.07,11.9,Example 7,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_09_07.html,et_11_09_07_en.htm,et_11_09_07_es.htm,6et_11_09_07,
11.10 Taylor and Maclaurin Series,,,,,,,
11.10.01,11.1,Example 1,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_10_01.html,et_11_10_01_en.htm,et_11_10_01_es.htm,6et_11_10_01,
11.10.02,11.1,Example 2,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_10_02.html,et_11_10_02_en.htm,et_11_10_02_es.htm,6et_11_10_02,
11.10.09,11.1,Example 9,http://www.wadsworthmedia.com/math/stewart/solution_videos/6et_11_10_09.html,et_11_11_02_en.htm,et_11_11_02_es.htm,6et_11_10_09,
11.10.11a-b,11.1,Example 11,http://www.wadsworthmedia.com/math/stewart/solution_videos/7et_11_10_11.html,et_11_10_08_en.htm,et_11_10_08_es.htm,7et_11_10_11,
11.11 Applications of Taylor Polynomials,,,,,,,
